Date,Fund,MoM Return
3/1/22,Global Short-Term Corporate Bond Index Fund,-1.39
3/1/22,FTSE All-World UCITS ETF,2.22
3/1/22,ESG Developed World All Cap Equity Index Fund (UK),4.23
3/1/22,U.S. Investment Grade Credit Index Fund,-2.31
3/1/22,U.K. Inflation-Linked Gilt Index Fund,-2.75
3/1/22,SustainableLife 80-90% Equity Fund,2.73
3/1/22,FTSE 100 Index Unit Trust,1
3/1/22,FTSE Emerging Markets UCITS ETF,-1.33
3/1/22,U.K. Gilt UCITS ETF,-2.35
3/1/22,Germany All Cap UCITS ETF,-1.71
3/1/22,ESG North America All Cap UCITS ETF,
3/1/22,FTSE Developed Asia Pacific ex Japan UCITS ETF,5.01
3/1/22,Global Sustainable Equity Fund,3.16
3/1/22,FTSE U.K. All Share Index Unit Trust,1.36
3/1/22,Global Corporate Bond Index Fund,-1.89
3/1/22,SRI European Stock Fund,1.85
3/1/22,Target Retirement 2025 Fund,1.04
3/1/22,ESG Developed World All Cap Equity Index Fund,4.17
3/1/22,Euro Investment Grade Bond Index Fund,-1.64
3/1/22,FTSE Developed Europe ex UK UCITS ETF,1.02
3/1/22,ESG Global All Cap UCITS ETF,1.86
3/1/22,Target Retirement 2060 Fund,2.33
3/1/22,Global Equity Fund,1.77
3/1/22,FTSE Developed Europe UCITS ETF,0.87
3/1/22,Target Retirement 2055 Fund,2.32
3/1/22,Target Retirement 2020 Fund,0.53
3/1/22,U.K. Short-Term Investment Grade Bond Index Fund,-1.12
3/1/22,U.K. Long Duration Gilt Index Fund,-3.32
3/1/22,USD Corporate 1-3 Year Bond UCITS ETF,-1.36
3/1/22,Target Retirement 2050 Fund,2.23
3/1/22,Global Credit Bond Fund,-2.17
3/1/22,FTSE U.K. Equity Income Index Fund,1.47
3/1/22,FTSE Developed World UCITS ETF,2.64
3/1/22,Sterling Short-Term Money Market Fund,0.04
3/1/22,USD Treasury Bond UCITS ETF,-3.12
3/1/22,Target Retirement 2040 Fund,1.94
3/1/22,Target Retirement 2015 Fund,-0.14
3/1/22,Target Retirement 2045 Fund,2.23
3/1/22,SustainableLife 40-50% Equity Fund,0.28
3/1/22,LifeStrategy 40% Equity Fund,0.05
3/1/22,ESG Global Corporate Bond Index Fund,
3/1/22,Euro Government Bond Index Fund,-2.32
3/1/22,ESG Developed Europe All Cap UCITS ETF,
3/1/22,Global Emerging Markets Fund,0.72
3/1/22,Global Small-Cap Index Fund,2.85
3/1/22,USD Corporate Bond UCITS ETF,-2.57
3/1/22,FTSE 100 UCITS ETF,1.5
3/1/22,ESG Global Corporate Bond UCITS ETF,-1.93
3/1/22,EUR Eurozone Government Bond UCITS ETF,-1.21
3/1/22,Pacific ex-Japan Stock Index Fund,8.99
3/1/22,Global Aggregate Bond UCITS ETF,-2.49
3/1/22,ESG USD Corporate Bond UCITS ETF,
3/1/22,Global Short-Term Bond Index Fund,-1.62
3/1/22,Japan Government Bond Index Fund,-0.22
3/1/22,Global Equity Income Fund,4.41
3/1/22,Target Retirement 2065 Fund,2.31
3/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
3/1/22,Active U.K. Equity Fund,-2.57
3/1/22,Target Retirement 2030 Fund,1.37
3/1/22,Global Bond Index Fund,-2.54
3/1/22,ESG Emerging Markets All Cap UCITS ETF,
3/1/22,LifeStrategy 80% Equity Fund,2.31
3/1/22,Target Retirement 2035 Fund,1.66
3/1/22,U.K. Investment Grade Bond Index Fund,-0.67
3/1/22,U.S. Government Bond Index Fund,-3.18
3/1/22,FTSE 250 UCITS ETF,0.62
3/1/22,FTSE North America UCITS ETF,3.54
3/1/22,LifeStrategy 60% Equity Fund,1.17
3/1/22,EUR Corporate Bond UCITS ETF,-1.21
3/1/22,USD Emerging Markets Government Bond UCITS ETF,-1.46
3/1/22,ESG EUR Corporate Bond UCITS ETF,
3/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,1.97
3/1/22,U.K. Government Bond Index Fund,-2.35
3/1/22,SustainableLife 60-70% Equity Fund,1.54
3/1/22,ESG Emerging Markets All Cap Equity Index Fund,0.55
3/1/22,U.S. Equity Index Fund,5.19
3/1/22,S&P 500 UCITS ETF,3.69
4/1/22,Global Aggregate Bond UCITS ETF,-3.22
4/1/22,U.K. Long Duration Gilt Index Fund,-5
4/1/22,Euro Government Bond Index Fund,-3.56
4/1/22,Target Retirement 2030 Fund,-2.88
4/1/22,U.K. Inflation-Linked Gilt Index Fund,-6.62
4/1/22,EUR Corporate Bond UCITS ETF,-2.75
4/1/22,Global Credit Bond Fund,-3.98
4/1/22,USD Corporate Bond UCITS ETF,-5.07
4/1/22,FTSE Developed World UCITS ETF,-8.18
4/1/22,Target Retirement 2045 Fund,-2.8
4/1/22,U.K. Investment Grade Bond Index Fund,-3.33
4/1/22,LifeStrategy 100% Equity Fund,-2.65
4/1/22,Global Small-Cap Index Fund,-3.32
4/1/22,LifeStrategy 60% Equity Fund,-3.06
4/1/22,Target Retirement 2040 Fund,-2.82
4/1/22,U.S. Investment Grade Credit Index Fund,-5.11
4/1/22,U.K. Government Bond Index Fund,-3.26
4/1/22,FTSE Developed Europe ex UK UCITS ETF,-1.38
4/1/22,Target Retirement 2025 Fund,-2.82
4/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
4/1/22,EUR Eurozone Government Bond UCITS ETF,-2.75
4/1/22,Target Retirement 2035 Fund,-2.85
4/1/22,Global Corporate Bond Index Fund,-4.41
4/1/22,Germany All Cap UCITS ETF,-2.97
4/1/22,ESG USD Corporate Bond UCITS ETF,
4/1/22,U.K. Gilt UCITS ETF,-3.25
4/1/22,FTSE Emerging Markets UCITS ETF,-5.21
4/1/22,FTSE All-World UCITS ETF,-7.89
4/1/22,Target Retirement 2020 Fund,-2.63
4/1/22,Global Bond Index Fund,-3.22
4/1/22,Global Short-Term Corporate Bond Index Fund,-1.51
4/1/22,ESG North America All Cap UCITS ETF,
4/1/22,SustainableLife 40-50% Equity Fund,-2.44
4/1/22,Emerging Markets Stock Index Fund,-0.99
4/1/22,ESG Developed World All Cap Equity Index Fund,-4.62
4/1/22,ESG Global Corporate Bond UCITS ETF,-4.29
4/1/22,SustainableLife 80-90% Equity Fund,-1.44
4/1/22,ESG Global All Cap UCITS ETF,-8.69
4/1/22,Target Retirement 2060 Fund,-2.78
4/1/22,Global Equity Fund,-3.57
4/1/22,FTSE 100 UCITS ETF,0.75
4/1/22,ESG EUR Corporate Bond UCITS ETF,
4/1/22,Japan Stock Index Fund,-4.35
4/1/22,S&P 500 UCITS ETF,-8.73
4/1/22,FTSE Developed World ex-U.K. Equity Index Fund,-3.92
4/1/22,U.S. Equity Index Fund,-4.6
4/1/22,FTSE North America UCITS ETF,-8.95
4/1/22,SustainableLife 60-70% Equity Fund,-2.01
4/1/22,Target Retirement 2065 Fund,-2.78
4/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,-1.96
4/1/22,Global Equity Income Fund,0.21
4/1/22,FTSE Japan UCITS ETF,-8.56
4/1/22,Japan Government Bond Index Fund,-0.34
4/1/22,ESG Emerging Markets All Cap UCITS ETF,
4/1/22,Pacific ex-Japan Stock Index Fund,-1.3
4/1/22,FTSE 250 UCITS ETF,-1.77
4/1/22,LifeStrategy 80% Equity Fund,-2.86
4/1/22,Active U.K. Equity Fund,-1.7
4/1/22,Global Short-Term Bond Index Fund,-0.93
4/1/22,U.S. Government Bond Index Fund,-3.2
4/1/22,USD Emerging Markets Government Bond UCITS ETF,-4.9
4/1/22,ESG Emerging Markets All Cap Equity Index Fund,-1.18
4/1/22,USD Treasury Bond UCITS ETF,-3.11
4/1/22,SRI European Stock Fund,-1.26
4/1/22,Target Retirement 2055 Fund,-2.78
4/1/22,FTSE Developed Asia Pacific ex Japan UCITS ETF,-5.57
4/1/22,Euro Investment Grade Bond Index Fund,-2.77
4/1/22,USD Corporate 1-3 Year Bond UCITS ETF,-0.72
4/1/22,Target Retirement 2050 Fund,-2.8
4/1/22,FTSE U.K. Equity Income Index Fund,0.49
4/1/22,Sterling Short-Term Money Market Fund,0.04
4/1/22,Target Retirement 2015 Fund,-2.48
4/1/22,LifeStrategy 20% Equity Fund,-3.45
4/1/22,Emerging Markets Bond Fund,-5.71
4/1/22,LifeStrategy 40% Equity Fund,-3.25
4/1/22,FTSE U.K. All Share Index Unit Trust,0.31
4/1/22,ESG Developed Europe All Cap UCITS ETF,
4/1/22,Global Emerging Markets Fund,-1.49
4/1/22,ESG Developed World All Cap Equity Index Fund (UK),-4.63
4/1/22,ESG Global Corporate Bond Index Fund,
4/1/22,U.K. Short-Term Investment Grade Bond Index Fund,-0.93
4/1/22,FTSE All-World High Dividend Yield UCITS ETF,-4.56
4/1/22,FTSE Developed Europe UCITS ETF,-0.69
4/1/22,Global Sustainable Equity Fund,-0.86
4/1/22,FTSE 100 Index Unit Trust,0.74
4/1/22,FTSE Global All Cap Index Fund,-3.42
5/1/22,LifeStrategy 20% Equity Fund,-1.25
5/1/22,FTSE Developed Asia Pacific ex Japan UCITS ETF,0.11
5/1/22,LifeStrategy 80% Equity Fund,-0.3
5/1/22,FTSE Developed Europe UCITS ETF,-0.75
5/1/22,FTSE Developed Europe ex UK UCITS ETF,-1.01
5/1/22,FTSE Global All Cap Index Fund,-0.27
5/1/22,USD Corporate Bond UCITS ETF,0.81
5/1/22,FTSE Developed World ex-U.K. Equity Index Fund,-0.28
5/1/22,USD Emerging Markets Government Bond UCITS ETF,0.23
5/1/22,LifeStrategy 40% Equity Fund,-0.94
5/1/22,FTSE All-World UCITS ETF,0.16
5/1/22,LifeStrategy 60% Equity Fund,-0.62
5/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,0.13
5/1/22,FTSE Emerging Markets UCITS ETF,0.14
5/1/22,FTSE Developed World UCITS ETF,0.16
5/1/22,USD Corporate 1-3 Year Bond UCITS ETF,0.64
5/1/22,Global Aggregate Bond UCITS ETF,-0.19
5/1/22,SustainableLife 40-50% Equity Fund,0.87
5/1/22,ESG Developed Europe All Cap UCITS ETF,
5/1/22,Target Retirement 2050 Fund,-0.2
5/1/22,Target Retirement 2020 Fund,-0.17
5/1/22,Active U.K. Equity Fund,0.07
5/1/22,Target Retirement 2015 Fund,-0.07
5/1/22,Japan Stock Index Fund,1.24
5/1/22,U.K. Short-Term Investment Grade Bond Index Fund,0.04
5/1/22,Germany All Cap UCITS ETF,1.35
5/1/22,Target Retirement 2055 Fund,-0.18
5/1/22,ESG EUR Corporate Bond UCITS ETF,
5/1/22,Pacific ex-Japan Stock Index Fund,-0.8
5/1/22,Global Corporate Bond Index Fund,-0.1
5/1/22,Emerging Markets Stock Index Fund,0.11
5/1/22,SustainableLife 60-70% Equity Fund,1.25
5/1/22,FTSE Japan UCITS ETF,1.54
5/1/22,ESG North America All Cap UCITS ETF,
5/1/22,Target Retirement 2025 Fund,-0.3
5/1/22,FTSE U.K. All Share Index Unit Trust,0.68
5/1/22,ESG Global Corporate Bond UCITS ETF,0.29
5/1/22,FTSE 250 UCITS ETF,-1.14
5/1/22,SRI European Stock Fund,0.19
5/1/22,Euro Investment Grade Bond Index Fund,-0.95
5/1/22,Global Short-Term Bond Index Fund,0.36
5/1/22,Japan Government Bond Index Fund,-0.14
5/1/22,ESG Global All Cap UCITS ETF,-0.67
5/1/22,U.S. Government Bond Index Fund,0.18
5/1/22,FTSE U.K. Equity Income Index Fund,2.59
5/1/22,Target Retirement 2060 Fund,-0.18
5/1/22,U.K. Long Duration Gilt Index Fund,-6.46
5/1/22,USD Treasury Bond UCITS ETF,0.18
5/1/22,Target Retirement 2045 Fund,-0.2
5/1/22,FTSE North America UCITS ETF,-0.11
5/1/22,Global Equity Fund,0.17
5/1/22,Euro Government Bond Index Fund,-1.61
5/1/22,U.K. Gilt UCITS ETF,-3.55
5/1/22,ESG Developed World All Cap Equity Index Fund (UK),-1.12
5/1/22,Global Credit Bond Fund,0.4
5/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
5/1/22,EUR Corporate Bond UCITS ETF,-1.24
5/1/22,Global Equity Income Fund,3.05
5/1/22,Target Retirement 2035 Fund,-0.28
5/1/22,FTSE 100 UCITS ETF,1.1
5/1/22,Sterling Short-Term Money Market Fund,0.07
5/1/22,Global Bond Index Fund,-0.2
5/1/22,FTSE All-World High Dividend Yield UCITS ETF,2.58
5/1/22,LifeStrategy 100% Equity Fund,0.01
5/1/22,Emerging Markets Bond Fund,1.21
5/1/22,ESG Developed World All Cap Equity Index Fund,-1.13
5/1/22,Target Retirement 2030 Fund,-0.34
5/1/22,EUR Eurozone Government Bond UCITS ETF,-1.24
5/1/22,ESG Global Corporate Bond Index Fund,
5/1/22,SustainableLife 80-90% Equity Fund,1.54
5/1/22,Global Short-Term Corporate Bond Index Fund,0.49
5/1/22,Global Sustainable Equity Fund,1
5/1/22,Target Retirement 2040 Fund,-0.24
5/1/22,U.K. Government Bond Index Fund,-3.56
5/1/22,FTSE 100 Index Unit Trust,1.1
5/1/22,U.K. Inflation-Linked Gilt Index Fund,-8.01
5/1/22,ESG Emerging Markets All Cap UCITS ETF,
5/1/22,S&P 500 UCITS ETF,0.15
5/1/22,U.K. Investment Grade Bond Index Fund,-1.3
5/1/22,U.S. Investment Grade Credit Index Fund,0.73
5/1/22,U.S. Equity Index Fund,-0.61
5/1/22,ESG USD Corporate Bond UCITS ETF,
5/1/22,Target Retirement 2065 Fund,-0.18
5/1/22,ESG Emerging Markets All Cap Equity Index Fund,-0.36
5/1/22,Global Small-Cap Index Fund,-0.59
5/1/22,Global Emerging Markets Fund,0.04
6/1/22,FTSE U.K. All Share Index Unit Trust,-6.43
6/1/22,ESG Global Corporate Bond UCITS ETF,-3.02
6/1/22,Global Credit Bond Fund,-3.38
6/1/22,ESG Emerging Markets All Cap Equity Index Fund,-1.48
6/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
6/1/22,ESG Developed World All Cap Equity Index Fund,-5.02
6/1/22,Sterling Short-Term Money Market Fund,0.07
6/1/22,Target Retirement 2050 Fund,-4.59
6/1/22,Target Retirement 2015 Fund,-2.68
6/1/22,FTSE 100 Index Unit Trust,-5.53
6/1/22,U.K. Short-Term Investment Grade Bond Index Fund,-1.35
6/1/22,FTSE U.K. Equity Income Index Fund,-6.51
6/1/22,USD Emerging Markets Government Bond UCITS ETF,-4.94
6/1/22,U.K. Gilt UCITS ETF,-2.14
6/1/22,Euro Investment Grade Bond Index Fund,-3.02
6/1/22,U.K. Government Bond Index Fund,-2.15
6/1/22,Global Short-Term Corporate Bond Index Fund,-1.56
6/1/22,ESG Developed World All Cap Equity Index Fund (UK),-5.02
6/1/22,ESG USD Corporate Bond UCITS ETF,
6/1/22,LifeStrategy 60% Equity Fund,-4.13
6/1/22,U.K. Investment Grade Bond Index Fund,-2.19
6/1/22,Target Retirement 2040 Fund,-4.42
6/1/22,EUR Eurozone Government Bond UCITS ETF,-3.45
6/1/22,Global Bond Index Fund,-1.81
6/1/22,Global Aggregate Bond UCITS ETF,-1.82
6/1/22,Target Retirement 2035 Fund,-4.24
6/1/22,Emerging Markets Bond Fund,-7.55
6/1/22,EUR Corporate Bond UCITS ETF,-3.45
6/1/22,U.K. Inflation-Linked Gilt Index Fund,-4.76
6/1/22,Target Retirement 2030 Fund,-4.09
6/1/22,FTSE Developed World UCITS ETF,-8.74
6/1/22,FTSE Developed Europe ex UK UCITS ETF,-8.29
6/1/22,Emerging Markets Stock Index Fund,-3.07
6/1/22,USD Corporate 1-3 Year Bond UCITS ETF,-0.96
6/1/22,Japan Government Bond Index Fund,-1.21
6/1/22,USD Corporate Bond UCITS ETF,-2.69
6/1/22,U.K. Long Duration Gilt Index Fund,-3.43
6/1/22,Target Retirement 2045 Fund,-4.59
6/1/22,FTSE Developed World ex-U.K. Equity Index Fund,-5.29
6/1/22,Target Retirement 2025 Fund,-3.82
6/1/22,Euro Government Bond Index Fund,-1.83
6/1/22,ESG North America All Cap UCITS ETF,
6/1/22,FTSE Emerging Markets UCITS ETF,-5.35
6/1/22,Target Retirement 2020 Fund,-3.3
6/1/22,Japan Stock Index Fund,-4.42
6/1/22,Global Corporate Bond Index Fund,-2.61
6/1/22,Germany All Cap UCITS ETF,-11.64
6/1/22,FTSE Developed Asia Pacific ex Japan UCITS ETF,-10.93
6/1/22,LifeStrategy 40% Equity Fund,-3.51
6/1/22,LifeStrategy 20% Equity Fund,-2.84
6/1/22,ESG Developed Europe All Cap UCITS ETF,
6/1/22,FTSE North America UCITS ETF,-8.33
6/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,-7.15
6/1/22,Global Short-Term Bond Index Fund,-0.91
6/1/22,Target Retirement 2065 Fund,-4.64
6/1/22,S&P 500 UCITS ETF,-8.28
6/1/22,SRI European Stock Fund,-6.89
6/1/22,SustainableLife 60-70% Equity Fund,-3.69
6/1/22,FTSE 250 UCITS ETF,-8.33
6/1/22,FTSE Global All Cap Index Fund,-5.11
6/1/22,Global Sustainable Equity Fund,-4.58
6/1/22,ESG Global All Cap UCITS ETF,-8.13
6/1/22,SustainableLife 40-50% Equity Fund,-3.22
6/1/22,Pacific ex-Japan Stock Index Fund,-4.88
6/1/22,LifeStrategy 80% Equity Fund,-4.74
6/1/22,ESG EUR Corporate Bond UCITS ETF,
6/1/22,Target Retirement 2060 Fund,-4.64
6/1/22,USD Treasury Bond UCITS ETF,-0.88
6/1/22,FTSE Japan UCITS ETF,-7.41
6/1/22,U.S. Government Bond Index Fund,-0.96
6/1/22,Active U.K. Equity Fund,-8.29
6/1/22,Global Equity Fund,-3.47
6/1/22,FTSE All-World UCITS ETF,-8.39
6/1/22,Target Retirement 2055 Fund,-4.64
6/1/22,FTSE Developed Europe UCITS ETF,-7.89
6/1/22,U.S. Investment Grade Credit Index Fund,-2.56
6/1/22,ESG Global Corporate Bond Index Fund,
6/1/22,Global Equity Income Fund,-4.79
6/1/22,ESG Emerging Markets All Cap UCITS ETF,
6/1/22,Global Small-Cap Index Fund,-6.59
6/1/22,LifeStrategy 100% Equity Fund,-5.33
6/1/22,FTSE All-World High Dividend Yield UCITS ETF,-8.72
6/1/22,FTSE 100 UCITS ETF,-5.54
6/1/22,U.S. Equity Index Fund,-4.98
6/1/22,Global Emerging Markets Fund,-4.45
6/1/22,SustainableLife 80-90% Equity Fund,-4.13
7/1/22,SustainableLife 40-50% Equity Fund,3.5
7/1/22,Emerging Markets Bond Fund,3.76
7/1/22,Germany All Cap UCITS ETF,5.01
7/1/22,ESG EUR Corporate Bond UCITS ETF,
7/1/22,LifeStrategy 100% Equity Fund,6.39
7/1/22,Emerging Markets Stock Index Fund,-0.58
7/1/22,USD Treasury Bond UCITS ETF,1.59
7/1/22,Global Corporate Bond Index Fund,3.01
7/1/22,U.S. Investment Grade Credit Index Fund,2.6
7/1/22,FTSE Japan UCITS ETF,5.47
7/1/22,Target Retirement 2020 Fund,4.13
7/1/22,EUR Corporate Bond UCITS ETF,4.69
7/1/22,U.K. Inflation-Linked Gilt Index Fund,5.54
7/1/22,Active U.K. Equity Fund,8.34
7/1/22,FTSE Emerging Markets UCITS ETF,-0.98
7/1/22,Global Equity Income Fund,2.79
7/1/22,Global Sustainable Equity Fund,6.99
7/1/22,Target Retirement 2065 Fund,5.59
7/1/22,FTSE Developed Europe ex UK UCITS ETF,8
7/1/22,Target Retirement 2030 Fund,4.97
7/1/22,EUR Eurozone Government Bond UCITS ETF,4.69
7/1/22,Global Bond Index Fund,2.75
7/1/22,ESG USD Corporate Bond UCITS ETF,
7/1/22,FTSE All-World UCITS ETF,6.82
7/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,5.15
7/1/22,LifeStrategy 20% Equity Fund,3.61
7/1/22,LifeStrategy 60% Equity Fund,5.03
7/1/22,FTSE Developed Europe UCITS ETF,7.64
7/1/22,Japan Stock Index Fund,5.46
7/1/22,FTSE All-World High Dividend Yield UCITS ETF,2.83
7/1/22,Global Short-Term Corporate Bond Index Fund,1.56
7/1/22,ESG Developed World All Cap Equity Index Fund (UK),8.14
7/1/22,U.K. Investment Grade Bond Index Fund,2.35
7/1/22,U.K. Government Bond Index Fund,2.88
7/1/22,S&P 500 UCITS ETF,9.2
7/1/22,Global Aggregate Bond UCITS ETF,2.77
7/1/22,FTSE Global All Cap Index Fund,6.81
7/1/22,Target Retirement 2035 Fund,5.16
7/1/22,Target Retirement 2040 Fund,5.33
7/1/22,Pacific ex-Japan Stock Index Fund,3.62
7/1/22,Target Retirement 2025 Fund,4.67
7/1/22,ESG North America All Cap UCITS ETF,
7/1/22,LifeStrategy 40% Equity Fund,4.31
7/1/22,ESG Emerging Markets All Cap UCITS ETF,
7/1/22,Target Retirement 2015 Fund,3.49
7/1/22,USD Corporate 1-3 Year Bond UCITS ETF,0.77
7/1/22,ESG Global All Cap UCITS ETF,7.3
7/1/22,FTSE 100 Index Unit Trust,3.66
7/1/22,U.S. Equity Index Fund,9.14
7/1/22,FTSE 250 UCITS ETF,8.23
7/1/22,Euro Investment Grade Bond Index Fund,4.23
7/1/22,SustainableLife 60-70% Equity Fund,3.88
7/1/22,Global Credit Bond Fund,3.89
7/1/22,Sterling Short-Term Money Market Fund,0.08
7/1/22,Global Emerging Markets Fund,-0.2
7/1/22,ESG Global Corporate Bond UCITS ETF,3.68
7/1/22,SRI European Stock Fund,5.17
7/1/22,FTSE U.K. Equity Income Index Fund,2.17
7/1/22,ESG Developed World All Cap Equity Index Fund,8.13
7/1/22,FTSE North America UCITS ETF,8.98
7/1/22,Target Retirement 2050 Fund,5.51
7/1/22,Global Short-Term Bond Index Fund,1.13
7/1/22,U.K. Short-Term Investment Grade Bond Index Fund,1.19
7/1/22,Global Small-Cap Index Fund,8.91
7/1/22,USD Emerging Markets Government Bond UCITS ETF,2.56
7/1/22,Japan Government Bond Index Fund,0.92
7/1/22,FTSE Developed World UCITS ETF,7.77
7/1/22,Target Retirement 2055 Fund,5.59
7/1/22,FTSE Developed Asia Pacific ex Japan UCITS ETF,4.37
7/1/22,U.S. Government Bond Index Fund,1.53
7/1/22,SustainableLife 80-90% Equity Fund,4.26
7/1/22,Euro Government Bond Index Fund,4.15
7/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
7/1/22,ESG Developed Europe All Cap UCITS ETF,
7/1/22,U.K. Gilt UCITS ETF,2.88
7/1/22,FTSE Developed World ex-U.K. Equity Index Fund,7.74
7/1/22,ESG Global Corporate Bond Index Fund,
7/1/22,FTSE U.K. All Share Index Unit Trust,4.84
7/1/22,Target Retirement 2045 Fund,5.51
7/1/22,LifeStrategy 80% Equity Fund,5.71
7/1/22,U.K. Long Duration Gilt Index Fund,3.87
7/1/22,USD Corporate Bond UCITS ETF,2.94
7/1/22,ESG Emerging Markets All Cap Equity Index Fund,-1.34
7/1/22,FTSE 100 UCITS ETF,3.66
7/1/22,Target Retirement 2060 Fund,5.59
7/1/22,Global Equity Fund,5.76
8/1/22,Pacific ex-Japan Stock Index Fund,2.75
8/1/22,LifeStrategy 40% Equity Fund,-2.73
8/1/22,Global Equity Income Fund,1.01
8/1/22,Target Retirement 2065 Fund,-0.75
8/1/22,Target Retirement 2050 Fund,-0.84
8/1/22,Global Emerging Markets Fund,5.31
8/1/22,Target Retirement 2035 Fund,-1.32
8/1/22,Sterling Short-Term Money Market Fund,0.12
8/1/22,ESG Emerging Markets All Cap Equity Index Fund,5.38
8/1/22,EUR Corporate Bond UCITS ETF,-4.28
8/1/22,LifeStrategy 20% Equity Fund,-3.72
8/1/22,ESG Global Corporate Bond Index Fund,
8/1/22,Global Bond Index Fund,-3.27
8/1/22,Active U.K. Equity Fund,-4.42
8/1/22,ESG North America All Cap UCITS ETF,
8/1/22,Japan Stock Index Fund,1.9
8/1/22,Global Equity Fund,0.93
8/1/22,ESG EUR Corporate Bond UCITS ETF,
8/1/22,Target Retirement 2060 Fund,-0.73
8/1/22,Target Retirement 2045 Fund,-0.84
8/1/22,ESG Developed World All Cap Equity Index Fund (UK),-0.19
8/1/22,FTSE Developed Europe ex UK UCITS ETF,-5.29
8/1/22,USD Corporate Bond UCITS ETF,-2.68
8/1/22,FTSE Developed World ex-U.K. Equity Index Fund,0.32
8/1/22,FTSE Developed World UCITS ETF,-4.14
8/1/22,Target Retirement 2040 Fund,-1.08
8/1/22,ESG Global All Cap UCITS ETF,-4.01
8/1/22,S&P 500 UCITS ETF,-4.11
8/1/22,U.K. Government Bond Index Fund,-8.59
8/1/22,Global Credit Bond Fund,-3.63
8/1/22,USD Emerging Markets Government Bond UCITS ETF,-0.89
8/1/22,U.K. Gilt UCITS ETF,-8.6
8/1/22,SRI European Stock Fund,-2.42
8/1/22,FTSE Developed Europe ex-U.K. Equity Index Fund,-2.32
8/1/22,Global Short-Term Bond Index Fund,-1.62
8/1/22,ESG USD Corporate Bond UCITS ETF,
8/1/22,Target Retirement 2055 Fund,-0.74
8/1/22,ESG Global Corporate Bond UCITS ETF,-3.74
8/1/22,Global Corporate Bond Index Fund,-3.05
8/1/22,Target Retirement 2025 Fund,-1.66
8/1/22,ESG Developed Asia Pacific All Cap UCITS ETF,
8/1/22,Global Short-Term Corporate Bond Index Fund,-1.75
8/1/22,FTSE All-World High Dividend Yield UCITS ETF,-2.75
8/1/22,LifeStrategy 100% Equity Fund,0.13
8/1/22,FTSE 100 Index Unit Trust,-1.06
8/1/22,ESG Developed Europe All Cap UCITS ETF,
8/1/22,U.K. Short-Term Investment Grade Bond Index Fund,-2.89
8/1/22,FTSE All-World UCITS ETF,-3.63
8/1/22,Target Retirement 2015 Fund,-1.71
8/1/22,Germany All Cap UCITS ETF,-5.23
8/1/22,Emerging Markets Stock Index Fund,4.85
8/1/22,FTSE U.K. Equity Income Index Fund,-1.82
8/1/22,FTSE Developed Europe UCITS ETF,-5.01
